,noun_id,label,pred
0,chua__238,chua,chua
1,duffing__281,duffing,duffing
2,chua__293,chua,chua
3,chua__18,chua,chua
4,duffing__22,duffing,duffing
5,duffing__134,duffing,duffing
6,rikitake__375,rikitake,rikitake
7,rikitake__354,rikitake,rikitake
8,rikitake__364,rikitake,rikitake
9,rossler__156,rossler,rossler
10,rikitake__239,rikitake,rikitake
11,lorenz__184,lorenz,lorenz
12,rossler__95,rossler,rossler
13,chua__161,chua,chua
14,chua__79,chua,chua
15,chua__414,chua,chua
16,rossler__464,rossler,rossler
17,chua__297,chua,chua
18,rikitake__468,rikitake,rikitake
19,rossler__324,rossler,rossler
20,rossler__4,rossler,rossler
21,rikitake__90,rikitake,rikitake
22,duffing__118,duffing,duffing
23,rossler__17,rossler,rossler
24,rossler__106,rossler,rossler
25,chua__31,chua,chua
26,rossler__84,rossler,rossler
27,duffing__407,duffing,duffing
28,chua__51,chua,chua
29,rossler__405,rossler,rossler
30,chua__426,chua,chua
31,rossler__187,rossler,rossler
32,duffing__214,duffing,duffing
33,chua__226,chua,chua
34,chua__421,chua,chua
35,lorenz__441,lorenz,lorenz
36,rossler__374,rossler,rossler
37,chua__461,chua,chua
38,rossler__60,rossler,rossler
39,lorenz__419,lorenz,lorenz
40,rossler__22,rossler,rossler
41,rossler__201,rossler,rossler
42,rikitake__106,rikitake,rikitake
43,rikitake__25,rikitake,rikitake
44,chua__321,chua,chua
45,duffing__234,duffing,duffing
46,duffing__210,duffing,duffing
47,lorenz__495,lorenz,lorenz
48,lorenz__272,lorenz,lorenz
49,lorenz__294,lorenz,lorenz
50,rossler__367,rossler,rossler
51,chua__486,chua,chua
52,rossler__150,rossler,rossler
53,rikitake__219,rikitake,rikitake
54,lorenz__33,lorenz,lorenz
55,duffing__480,duffing,duffing
56,duffing__6,duffing,duffing
57,rikitake__271,rikitake,rikitake
58,lorenz__317,lorenz,lorenz
59,rossler__7,rossler,rossler
60,duffing__236,duffing,duffing
61,chua__330,chua,chua
62,rossler__429,rossler,rossler
63,rikitake__87,rikitake,rikitake
64,chua__294,chua,chua
65,chua__233,chua,chua
66,chua__476,chua,chua
67,rikitake__490,rikitake,rikitake
68,duffing__399,duffing,duffing
69,rossler__376,rossler,rossler
70,rikitake__132,rikitake,rikitake
71,rossler__307,rossler,rossler
72,chua__105,chua,chua
73,lorenz__453,lorenz,lorenz
74,chua__23,chua,chua
75,rossler__295,rossler,rossler
76,duffing__410,duffing,duffing
77,rikitake__272,rikitake,rikitake
78,lorenz__186,lorenz,lorenz
79,rikitake__485,rikitake,rikitake
80,rikitake__457,rikitake,rikitake
81,chua__141,chua,chua
82,rossler__224,rossler,rossler
83,chua__439,chua,chua
84,rossler__457,rossler,rossler
85,rossler__310,rossler,rossler
86,duffing__121,duffing,duffing
87,duffing__86,duffing,duffing
88,rikitake__397,rikitake,rikitake
89,rossler__155,rossler,rossler
90,lorenz__489,lorenz,lorenz
91,lorenz__112,lorenz,lorenz
92,duffing__177,duffing,duffing
93,rikitake__367,rikitake,rikitake
94,duffing__397,duffing,duffing
95,chua__218,chua,chua
96,chua__349,chua,chua
97,rikitake__114,rikitake,rikitake
98,chua__45,chua,chua
99,rossler__128,rossler,rossler
100,duffing__162,duffing,duffing
101,chua__494,chua,chua
102,chua__127,chua,chua
103,rikitake__293,rikitake,rikitake
104,duffing__274,duffing,duffing
105,chua__491,chua,chua
106,rikitake__474,rikitake,rikitake
107,rikitake__105,rikitake,rikitake
108,rikitake__387,rikitake,rikitake
109,chua__180,chua,rikitake
